Id,SalePrice
2658,130381.9290025396
2718,152330.99997009523
2414,209538.61294918053
1989,108247.1697200482
625,174131.0513773692
333,89065.54560550558
1327,111310.36047229473
858,154706.62873709179
95,184099.16314521164
1568,163643.87120416213
2482,147206.37730097282
1364,123036.48496635875
2584,138307.94653349533
818,262766.8084985588
2673,134850.23843180528
2089,127985.90569651348
1297,162630.57510207582
790,116474.72428001615
2616,181924.11995058437
720,179628.68861222162
222,154292.59442639607
557,132214.31522376835
1148,185494.98085999128
2766,186590.99289998075
534,174435.1965945441
1452,121550.60897141602
630,121275.42455335846
2648,113766.44404035143
125,159888.66198587802
1904,73947.84280271886
1670,114676.23131717229
756,85464.549957067
717,185340.54280503758
1032,157539.19852873555
852,206101.90475240385
1731,175983.11663487414
2639,115729.93790736643
2071,102989.00698084827
1267,129559.5595889982
1851,194853.1371178003
567,160716.89239582885
2439,199272.6141332602
1898,145475.87562953332
647,165118.5364268995
2256,208289.63476187177
979,94770.5457229435
1444,215526.40753975126
2485,121368.62245579681
157,135591.27543857205
88,123927.14913043566
2003,103862.22042285127
186,204722.58852965967
1425,229875.0195432522
2695,129004.41228522838
738,104098.33051792555
395,152361.26765555027
1353,162895.27762351453
1878,136389.87373322598
390,162397.99852741905
1456,228732.42033405835
1103,312591.9003479392
1387,129026.02561007929
2070,134656.501547036
1199,172392.30187275738
2479,169292.61983602378
501,305873.77653674094
2362,97642.00231800228
1718,195340.19222322886
2188,95840.4064064466
1483,155733.7083413998
2557,97462.87827383983
437,342084.9621276583
2224,214574.78982965578
1628,163835.09109062527
397,142148.48317484616
587,184047.38132588158
971,143124.92086769128
2611,138509.63685552718
1887,107573.60821567953
2399,352391.5032159131
2148,192885.5857397155
304,106933.82049872167
1997,124978.77653446468
2817,113912.74132374232
1431,205161.83901522378
427,309972.76582626253
263,127766.75571836054
598,171325.20192941395
2895,244852.51536191604
687,121290.33527402778
1822,133110.4786774112
2191,120034.30881306669
179,139527.60025715816
1009,202565.26001473353
2010,136575.6193268738
1991,129020.71046302363
1411,187198.96019819006
1721,226925.8875650717
1144,190562.7681661551
593,221848.64119038917
575,317098.4908364607
1249,174622.20625728287
1604,126492.21344071813
1064,468428.57359311753
1923,152997.0916164656
1988,112834.44059406838
2325,169221.03817156085
114,200893.49307548674
2700,170251.1216505149
217,138189.41861070262
343,171423.6844366996
386,236052.65886399848
2005,118763.95684306917
2908,148065.33838343446
1814,231619.43101224198
2446,446855.73349341843
208,118161.69183324918
1679,122073.9803477946
822,316016.44106672646
6,195167.74772663007
1781,368012.0031142144
2397,280142.5925658132
2340,294455.60332734964
1618,173142.4945952805
2843,136038.78338298085
1061,358279.13372180436
2786,126478.91956669744
1935,138572.5383973315
1341,110775.11027579161
521,272911.11032467824
2136,131982.5302519668
996,208397.59285780753
227,158786.8882086972
135,186881.369361485
1167,164148.25206742156
294,229264.56453975348
1776,203907.3994839855
540,165541.01841464848
1717,196842.4872878826
2303,133465.87627755967
116,180537.44602964248
127,137259.35198283824
1371,130054.06885198585
1014,153818.651717545
1507,106628.16234871477
702,117769.26157169475
750,144185.05609492096
261,153030.71835063805
1559,83494.97010971676
577,206797.9460774887
2812,195953.45994936628
2080,157683.2734569118
1368,106568.84103000269
